datetime,headline,sentiment
2013-06-05,'Dissidents' flock to New Delhi; demand Tarun Gogoi's removal,-0.128
2013-06-06,Weak database on Maoists hampers NIA investigation,-0.4404
2013-06-07,CBI seeks polygraph test on Raja Bhaiya,0.0
2013-06-08,Plea to retain CBI joint director till completion of Jagan probe,0.0
2013-06-09,After 2 days; CPI team returns empty-handed,0.0
2013-06-10,Man who mapped India sits forgotten under tree,-0.2263
2013-06-11,Tarun Gogoi detractors meet Sonia Gandhi,0.0
2013-06-12,Advani grabs lifeline; meekly withdraws resignation,-0.296
2013-06-13,Advani's intervention fails to move Bihar chief minister,-0.4215
2013-06-14,Senior rebel leaders condemn attack in Jamui,-0.743
2013-06-15,45% rise in sexual harassment cases in Mumbai; rapes up by 5%,-0.8402
2013-06-16,Navy plans unmanned aircraft to tackle piracy,0.0
2013-06-17,JD(U) ends 17-year-old marriage with BJP; Bihar CM axes 11 ministers,0.0
2013-06-18,Srikant Jena misses cabinet bus again,-0.2263
2013-06-19,I've seen dissidence for long in my career: Tarun Gogoi,0.0
2013-06-20,Cornered Mamata Banerjee claims Reds; CPM plotting to murder her,-0.7783
2013-06-21,UP floods: Death toll 25; CM releases Rs 6.5 crore for relief,-0.2023
2013-06-22,6 more die as floodwaters rise in UP; death toll 41,-0.8439
2013-06-23,80% of working women have no investment say: Report,-0.296
2013-06-24,Modi milking disaster for poll gain: Congress,-0.1779
2013-06-25,On PM visit eve; militants kill 8 jawans in Srinagar; Hizbul Mujahideen owns up attack,-0.8316
2013-06-26,Saviours lose their own lives: 20 rescuers killed in chopper crash,-0.872
2013-06-27,Uttarakhand: Rescue almost over; long and hard work of rehab lies ahead,0.0258
2013-06-28,Uttarakhand chief secretary raises estimate of missing 10-fold from 350 to 3;000,-0.296
2013-06-29,Biggest challenge: Rebuilding lives of survivors in Uttarakhand,0.0772
2013-06-30,Family of terror accused demand reinvestigation into 2007 UP serial blasts,-0.7269
2013-07-01,Advocate with links to terror outfit almost became high court judge,-0.5267
2013-07-02,India's alternative to GPS successfully put into orbit,0.4939
2013-07-03,Khurshid; Sibal at odds over US snooping,0.0
2013-07-04,Narendra Modi sets Rath Yatra date with Odisha,0.0
2013-07-05,BJP MLA's daughter ends her life in Raipur,0.0
2013-07-06,Jayalalithaa offers free rice to mosques during Ramzan,0.5106
2013-07-07,Development of villages key to national progress: A P J Abdul Kalam,0.4215
2013-07-08,Mayawati says she's in race for PM,0.0
2013-07-09,Investigating agencies have some leads: Shinde,0.0
2013-07-10,Slain Naxalites had dropped guns; wanted to surrender,0.0
2013-07-11,Modi it will be; but BJP in no hurry to name him,-0.4215
2013-07-12,Army's special forces to hone linguistic skills to give greater punch to clandestine warfare,0.4588
2013-07-13,Gujarat plea to sack Sanjiv Bhatt still pending with home ministry,0.0
2013-07-14,Kushwaha's wife; brother join Samajwadi Party now,0.5994
2013-07-15,India to restore Bhutan fuel subsidy soon,0.296
2013-07-16,RBI steps in to shore up rupee; but economy could take a hit,0.0
2013-07-17,Government to treat acid as poison; regulate sales,-0.2023
2013-07-18,Poor quality cylinders thwarted too much damage in Bodh Gaya blasts,-0.7506
2013-07-19,Hemant Soren passes house acid test,0.0
2013-07-20,Bihar returned Rs 463 crore midday meal funds to Centre,0.0
2013-07-21,English not the only means of progress: RSS chief Mohan Bhagwat,0.4215
2013-07-22,Indian; Chinese patrols face off in Ladakh again,0.0
2013-07-23,Rahul Gandhi warns Congress spokespersons,-0.1027
2013-07-24,Andhra attracts most domestic tourists; thanks to Tirupati,0.7063
2013-07-25,Forgery twist to anti-Modi petition; BJP alleges Congress hand,0.4939
2013-07-26,Puri priests seek ban on non-Hindus atop chariots,-0.5574
2013-07-27,Digvijaya calls Meenakshi Natarajan 'sau tunch maal'; rapped for sexist remark,0.0
2013-07-28,BJP will win record seats in 2014 Lok Sabha elections; Advani says,0.5859
2013-07-29,Facing flak; govt to revise poverty line benchmark,-0.5106
2013-07-30,Congress clear loser; but BJP far from victory; opinion poll says,-0.1027
2013-07-31,Srikrishna panel warns of Red challenge for Telangana,-0.0258
2013-08-01,Telangana effect: Stirs hot up in other states,0.0
2013-08-02,Telangana-effect: State demand singes Karbi Anglong,-0.128
2013-08-03,Shatrughan Sinha's indirect dig at Modi: If popularity is what counts; then Amitabh should be President,0.4767
2013-08-04,Sonia backs IAS officer; SP rakes up Vadra case,-0.0516
2013-08-05,Brazen UP government serves chargesheet to Durga Shakti Nagpal,0.0
2013-08-06,CBI closes probe into RIL's Andhra offshore gas field,0.0
2013-08-07,Red alert in Arunachal over possible disaster,-0.4404
2013-08-08,Malnutrition is India's silent emergency: Report,-0.3818
2013-08-09,Stand-off between Gujarat govt; Centre on food security,0.34
2013-08-10,Cancel meet with Sharif; top policy experts tell PM,-0.0516
2013-08-11,Now; Shahryar Khan does a U-turn on his Dawood remark,0.0
2013-08-12,India's first indigenous aircraft carrier INS Vikrant to be launched today,0.128
2013-08-13,Pakistani troops violate ceasefire again,-0.4939
2013-08-14,Narendra Modi to address British parliament,0.0
2013-08-15,BJP leader Dilip Singh Judeo dead,-0.6486
2013-08-16,India; China to resume strategic talks after 3 years in October,0.0
2013-08-17,Blasts in Assam; Manipur mark I-Day,0.0
2013-08-18,Major railway recruitment scam exposed in Madhya Pradesh,-0.6124
2013-08-19,Lakhvi calls the shots in Lashkar; Tunda tells cops,0.0
2013-08-20,Sanjay Dutt applies for 14-day leave of furlough,-0.0516
2013-08-21,Last threat to Dabholkar: 'Remember Gandhi',-0.5267
2013-08-22,Chinese troops intrude 20km into Arunachal,0.0
2013-08-23,Cabinet blunts SC order on convicted netas,0.0
2013-08-24,Tina Ambani an adverse witness: CBI,-0.3612
2013-08-25,Katju apologizes for '90% Indians fools' remark,-0.1779
2013-08-26,Cancel Zubin Mehta's J&K concert; Geelani says,-0.25
2013-08-27,Sonia Gandhi unwell; admitted to AIIMS; condition stable,0.3818
2013-08-28,On way to AIIMS; Sonia Gandhi's mind was on food bill; traffic rules,0.0
2013-08-29,India developing E-bomb to paralyze networks,0.0
2013-08-30,Modi joins BJP MPs at Rajnath's dinner,0.0
2013-08-31,Tamil Nadu among states likely to face drug shortage as retailers look for more profits,0.2944
2013-09-01,Jodhpur police arrest Asaram Bapu from Indore,-0.34
2013-09-02,Asaram capable of sexual assault: Police,-0.296
2013-09-03,Food Security Bill: BJP slams UPA for 'half-hearted' attempt,0.34
2013-09-04,Gujarat encounter cops followed Modi and Amit Shah's policy: DG Vanzara,0.0
2013-09-05,Tamil Nadu faces largest power shortfall this year: Report,0.0
2013-09-06,Indian author Sushmita Banerjee killed in Afghanistan by Taliban,-0.6705
2013-09-07,From now; lawmakers who get two years in jail will lose seats,-0.4019
2013-09-08,Rahul ideal for PM's post after 2014 polls; Manmohan says,0.5267
2013-09-09,Muzaffarnagar violence: Toll rises to 28; Uttar Pradesh governor BL Joshi blames state govt,-0.4151
2013-09-10,95% of lost Coalgate files found: Jaiswal,-0.3182
2013-09-11,Iran demanded $500;000 to free Indian oil tanker,0.34
2013-09-12,3 months on; bells peal again at Kedarnath,0.0
2013-09-13,Delhi gang rape: Case diary,-0.6908
2013-09-14,Hoping to add star power; BJP woos Rajinikanth ahead of Lok Sabha polls,0.4215
2013-09-15,Multiple policies no ground to reject mediclaim renewal HC,-0.5994
2013-09-16,Modi goes after Pakistan; but chooses words carefully,0.1901
2013-09-17,Girl has disease that draws her to men: Asaram's lawyer,0.0
2013-09-18,Uma Bharti arrested while attempting to enter Muzaffarnagar,-0.4767
2013-09-19,After bail; Kanda becomes member of 2 Haryana assembly panels,0.0
2013-09-20,Accused of diluting nuclear liability clause; govt promises to stick to law,-0.1027
2013-09-21,Baba Ramdev detained for six hours at Heathrow airport,-0.4019
2013-09-22,Pakistani traders profit from India's onion crisis as Maharashtra blames retailers,-0.5994
2013-09-23,Rs 3;000cr lost as tax rebates to NGOs; trusts: CAG,0.2023
2013-09-24,Paying ministers nothing new in J&K; former Army chief Gen VK Singh says,0.0
2013-09-25,Bhupinder Singh Hooda demands censorship of social networking sites,0.0
2013-09-26,UR Ananthamurthy doesn't respect people's voice: DV Sadananda Gowda,-0.3724
2013-09-27,President seeks clarifications on ordinance protecting convicted lawmakers,0.0
2013-09-28,CBI quizzes BJP MPs in Prajapati case,0.0
2013-09-29,Is Andhra CM eyeing expulsion to be a martyr?,0.0
2013-09-30,IAF's largest aircraft makes maiden landing at Jaisalmer air base,0.0
2013-10-01,BJP says Nitish too could face Lalu's fate,0.0
2013-10-02,'Paandaan' worth Rs 2-3 crore on offer at auction of Imperial Indian arts,0.2263
2013-10-03,Lawmakers no more a protected species as Cabinet decides to take back ordinance; bill,0.2484
2013-10-04,Three ministers threaten to quit as Cabinet clears Telangana,-0.3182
2013-10-05,On December 8; tune in for 2014 Lok Sabha polls forecast,0.0
2013-10-06,Jihadis wanted for 2011 bid on Advani's life held after 10-hour operation,0.0
2013-10-07,Retired bureaucrats can become politicians,0.0
2013-10-08,Samba terror attack: BSF; J&K police found wanting,-0.7579
2013-10-09,Tax officials helped Niira Radia dodge crores in taxes: CBI,0.0
2013-10-10,Telangana row: YSR Congress chief Jagan Reddy taken to hospital,0.0
2013-10-11,Eight years on; RTI Act remains a story of attempts to bury it,0.0
2013-10-12,Cases; recoveries point to growing drug menace in Punjab,-0.3612
2013-10-13,Cyclone Phailin: Superior preparedness could reduce casualties,0.5423
2013-10-14,9 lakh evacuated from path of Cyclone Phailin; death toll limited to 23,-0.7003
2013-10-15,Commonwealth meet in Sri Lanka: PM tries to allay Karunanidhi's concerns,0.0
2013-10-16,Eye on business; India to ease visa norms for China,0.3612
2013-10-17,Election Commission issues show-cause notice to MP minister for violating model code,-0.5423
2013-10-18,Cabinet nod for round-the-year connectivity to Ladakh,0.0
2013-10-19,Emulate India's innovation in healthcare: Harvard study,0.3818
2013-10-20,Radia tapes: SC asks CBI to probe mega corporate houses,0.0
2013-10-21,Not an 'iota of change' in Kashmir policy: US,0.0
2013-10-22,Manmohan Singh; Vladimir Putin lash out at states backing terror,-0.5106
2013-10-23,Political parties can come under RTI ambit; attorney general says,0.4019
2013-10-24,Haryana set to charge Khemka in another case,0.0
2013-10-25,Archiving memories of shared; partitioned past,0.34
2013-10-26,Will vote for Modi if he says sorry: Shia cleric,-0.0772
2013-10-27,Hindu families should have at least three kids: RSS,0.0
2013-10-28,Tamil Nadu parties slam Khurshid for Sri Lanka meet nod,0.0258
2013-10-29,Patna blasts: IM aimed at setting off stampede at Modi's rally,-0.4215
2013-10-30,PM rebuffs Modi's bid to claim Sardar Patel's legacy,0.0
2013-10-31,Four killed in fresh violence in UP's Muzaffarnagar district,-0.8074
2013-11-01,Four Patna blasts suspects were on intel agencies' radar,-0.34
2013-11-02,More security sought for Modi's travels,0.4005
2013-11-03,Narendra Modi's Bihar visit a political stunt: RJD; Congress,0.0
2013-11-04,YSR Congress; CPM to boycott group of ministers on Telangana,-0.3182
2013-11-05,Night curfew in Goalpara after militants kill 7,-0.6908
2013-11-06,Destination Mars: India begins long march in style,0.0
2013-11-07,World's 6th largest number of billionaires in India,0.0772
2013-11-08,Gauhati high court ruling brings hope for chargesheeted,0.4404
2013-11-09,2G accused point to Gauhati HC order; seek stay on trial,-0.296
2013-11-10,Indian higher education: 40% of college teachers temporary; quality of learning badly hit,-0.4767
2013-11-11,Chhattisgarh polls: Bastar votes today amid unprecedented security,0.34
2013-11-12,Centre's probe into AAP's funding raises eyebrows,0.0
2013-11-13,Loss in Madhya Pradesh; Chhattisgarh to expand Congress's barren patch,0.0
2013-11-14,Narendra Modi has no locus standi in UP: Mulayam Singh,-0.296
2013-11-15,Uttarakhand floods: State govt begins issuing death certificates,-0.5994
2013-11-16,India; Australia to hold third round of nuclear talks in end-November,0.0
2013-11-17,CNR Rao gets Bharat Ratna; says India should invest more in science,0.0
2013-11-18,Narendra Modi; Rahul Gandhi not suitable for PM: Arundhati Roy,0.0
2013-11-19,Gen VK Singh apologizes to SC; says 'judges are demigods',0.3612
2013-11-20,Election Commission may rap Modi for 'khooni panja' barb,0.0
2013-11-21,Rs 34 crore fixed deposits of Jagan's media firm attached,0.0
2013-11-22,Scientists write to PM against open field trials of GM crops,0.0
2013-11-23,Haryana govt; Khemka in another war,-0.5994
2013-11-24,Senior Uttarakhand babu booked for rape,-0.6908
2013-11-25,Goa cops set to issue 'call letter' to Tejpal after Tehelka journalists confirm girl's account,0.0
2013-11-26,Gujarat snooping: Modi govt sets up panel to probe scandal,-0.4404
2013-11-27,6 killed in bomb blast in village near Kudankulam nuclear plant,-0.8271
2013-11-28,Surat Police bank on human intelligence to nab Narayan Sai,0.4767
2013-11-29,Dress code irks Sanskrit university students,0.0
2013-11-30,Billy Joel song 'We didn't start the Fire' adapted by Samajwadi Party in UP,0.577
2013-12-01,Tarun Tejpal taken for medical examination,0.0
2013-12-02,Cabinet readies to treat 16 plus in heinous crimes as adults,0.4019
2013-12-03,British victim of Mumbai terror attacks sues Taj hotel owners,-0.8126
2013-12-04,Edward Snowden sharpened his hacking skills in Delhi,0.0
2013-12-05,Group of ministers clears proposal for bigger Telangana,0.0772
2013-12-06,T Subbarami Reddy quits in protest against decision on Telangana,-0.25
2013-12-07,67% of Rajya Sabha members crorepatis; 17% face criminal charges,-0.6705
2013-12-08,Controversies fail to hit tourist flow to Goa,-0.5423
2013-12-09,Alert villagers avert train mishap,0.128
2013-12-10,SC judgment on Kudankulam safety violated: Petition,-0.1531
2013-12-11,IFS officers fight promotion norms,-0.3818
2013-12-12,Ambulance halted for red beacon; patient dies in J&K,0.0
2013-12-13,Must mend India-Pakistan relations: Pak minister,0.0
2013-12-14,Maharashtra passes please-all Anti-Superstition Bill,0.0
2013-12-15,Homosexuality not natural; won't back it: BJP chief,-0.2755
2013-12-16,Nanny; not my daughter; culpable of any visa fraud; Indian diplomat's dad says,-0.5859
2013-12-17,Diplomat Devyani strip-searched; India snubs US team,-0.4767
2013-12-18,Devyani Khobragade case: Strip-search finds India's spine,0.0
2013-12-19,Devyani Khobragade case: It's all a maid-in-US conspiracy; India says,-0.5267
2013-12-20,Probe ordered into cop 'washing Lalu's feet',0.0
2013-12-21,Adarsh panel indicts four Maharashtra ex-CMs,0.0
2013-12-22,Devyani case resolution complicated by marriage to US-born 'wine philosopher',0.0
2013-12-23,Season's first snowfall in Srinagar claims two lives,0.0
2013-12-24,UN accreditation for Devyani Khobragade; immunity to follow soon,0.0
2013-12-25,Modi's claims on toll collection misleading; bureaucrats in Maharashtra say,-0.4019
2013-12-26,Announcement on BSY's return to BJP likely on Friday,0.0
2013-12-27,AAP sets plans for Lok Sabha polls rolling,0.0
2013-12-28,Going to church is no reason to deny scheduled caste certificate: HC,-0.5574
2013-12-29,Gujarat riots: Narendra Modi's anguish an act; victims say,-0.8591
2013-12-30,AAP will contest in Tamil Nadu; Prashant Bhushan says,0.0
2013-12-31,Narendra Modi; BJP ignoring northeast; Tarun Gogoi says,-0.4019
2014-01-01,Devyani issue not to impact defence ties: A K Antony,-0.0762
2014-01-02,AAP grabs national attention; volunteers; funds pour in,0.0
2014-01-03,Will not roll back price hike of non-subsidized cylinders: Moily,0.0
2014-01-04,Modi will be disastrous for country as PM: Manmohan,-0.5994
2014-01-05,CM Kejriwal says he is not in prime ministerial race,0.0
2014-01-06,Law intern harassment case: Justice Ganguly mulls quitting as chief of Bengal rights panel,-0.0258
2014-01-07,Isro developing semi-cryogenic engine: Senior Scientist,0.0
2014-01-08,Amnesty India mulls bail fund to rescue undertrials,0.5106
2014-01-09,44% of voters in India's top metropolises say they will vote AAP for Lok Sabha: TOI poll,0.2023
2014-01-10,Rape charge on UP minister to be junked,-0.6908
2014-01-11,Media hyping UP riots; SP minister says,-0.5106
2014-01-12,UP cops get cycles for 'fast response',0.0
2014-01-13,Mob torches 3 toll booths in Maharashtra; Sena men charged,-0.2023
2014-01-14,No combat role for women in near future: General Bikram Singh,-0.5574
2014-01-15,Indira compromised on India's sovereignty: SAD,-0.5904
2014-01-16,Trinamool rebel Somen Mitra quits; to join Cong,0.1531
2014-01-17,Actor Suchitra Sen's condition deteriorates,0.0
2014-01-18,Sunanda Pushkar; wife of Union minister Shashi Tharoor; found dead in Delhi hotel,-0.6486
2014-01-19,Drug overdose may have killed Sunanda Pushkar: Autopsy,-0.6705
2014-01-20,Sunanda Pushkar's death: SDM questions Shashi Tharoor on ties with Pak scribe,-0.5994
2014-01-21,Lokayukta notice to former chief secretary; Mayawati's pet babu,0.0
2014-01-22,Rahul's game-plan: Do whatever it takes; win 2019,0.5859
2014-01-23,India ready to play its part in Syrian peace process: Salman Khurshid,0.8126
2014-01-24,Narendra Modi visa issue haunts poll-bound Silicon Valley,-0.25
2014-01-25,Status unclear; French first lady comes calling,-0.25
2014-01-26,President's dig at AAP: Populist anarchy can't be substitute for governance,0.0
2014-01-27,FCI godowns to have digital weighing machines,0.0
2014-01-28,Rahul Gandhi: In 1984; central govt tried to stop riots; in 2002; Modi govt abetted riots,-0.8316
2014-01-29,No CIC action against political parties that defy RTI,0.128
2014-01-30,Accord royal treatment to MPs; private airlines told,0.0
2014-01-31,SC raps Jaya; Sasikala for stalling trial in I-T case,-0.2023
2014-02-01,Tarun Gogoi challenges Kejriwal on corruption charges,-0.2023
2014-02-02,Sonia targets Modi; says BJP sowing 'seeds of poison',-0.5423
2014-02-03,Jailed terror suspect seeks 'free' books,-0.8316
2014-02-04,Rahul Gandhi to visit Jharkhand on Feb 7,0.0
2014-02-05,Justice A K Mathur to decide on pay scale of 50L employees,0.4588
2014-02-06,Priyanka in charge of Rahul Gandhi's war room,-0.5994
2014-02-07,Mega 126-fighter jet deal will be inked next fiscal; defence minister AK Antony says,0.1027
2014-02-08,Telangana bill could make it through Parliament with BJP support,0.4019
2014-02-09,Ishrat Jahan case: UPA would've been happy if Shah was charged; CBI chief says,0.4404
2014-02-10,Acharia urges PM to bring 12th plan document to Parliament,0.0
2014-02-11,Chandrababu Naidu-Mamata Banerjee meet raises federal front hopes,0.4215
2014-02-12,In the age of internet; it's not possible to suppress a book: Doniger,0.0
2014-02-13,Barack Obama's dinner for PM Manmohan Singh most expensive since 2009: Report,0.0
2014-02-14,Fugitive Sita Soren is a 'guest of honour' at government events,0.5719
2014-02-15,Odisha becomes first state to enact Lokayukta law,0.0
2014-02-16,Sonia launches Congress's election campaign in Kerala,0.0
2014-02-17,AAP lines up its big guns; targets heavyweight netas in 20 seats,0.0
2014-02-18,SC seeks final report from mining panel by March 15,0.0
2014-02-19,Dutt's parole extended by 30 more days to look after ailing wife,0.0
2014-02-20,Facing flak; IRS 2013 kept in abeyance,0.0
2014-02-21,Rahul takes campaign charge; calls CWC meet,0.0
2014-02-22,Agra auto driver kills American wife; self,-0.5423
2014-02-23,Police to quiz Celebrity Cricket League stars; airline staff,0.0
2014-02-24,Key railway lines along borders still off track,0.0
2014-02-25,Jayalalithaa unveils names for 40 seats; will withdraw 4 in favour of Left,0.4404
2014-02-26,Ishrat Jahan fake encounter case: Vanzara urges court to take cognizance of chargesheet,-0.4767
2014-02-27,Incidents of Maoist violence on the wane; Shinde says,-0.6249
2014-02-28,Lok Sansad seeks support from BJP; CPM on ordinances,0.4019
2014-03-01,Maharashtra clears bill to make pre-2000 slums legal,0.2023
2014-03-02,Kapil Dev bats for Subrata Roy; says he's a patriotic man,0.0
2014-03-03,Bengal remains top in small savings collection,0.2023
2014-03-04,All deals with Rolls-Royce put on hold till CBI probe is over,0.0
2014-03-05,Govt approves Rs 55;000 crore road projects under PPP mode,0.4019
2014-03-06,Resolve Devyani Khobragade issue to revive ties; India tells US,0.6124
2014-03-07,Gujarat Police book Arvind Kejriwal for poll code violation,-0.4939
2014-03-08,US signals change; says Modi will get visa if he becomes PM,0.0
2014-03-09,'Greedy' Jagdambika Pal's exit will help Congress: Salman Khurshid,0.4019
2014-03-10,Author Pankaj Mishra wins $150;000 Yale literary prize,0.7906
2014-03-11,Finish trial against MPs and MLAs in one year; Supreme Court orders,0.5574
2014-03-12,Navy denied martyr Commander Kuntal Wadhwa military honours?,0.0772
2014-03-13,AAP takes the fight to Dayanidhi Maran,-0.3818
2014-03-14,We'll play key role: Didi,0.34
2014-03-15,Japanese man 'hanged from tree' in UP,0.0
2014-03-16,Narendra Modi to contest from VaranasiRajnath from Lucknow,0.0
2014-03-17,Speeding claims 166 lives every day in India,0.0
2014-03-18,More central forces for Lok Sabha election in Bengal?,0.0
2014-03-19,Jagjivan Ram's granddaughter; daughter in Sasaram poll fray,0.0
2014-03-20,BJP attempts to placateAdvaniafter he conveys displeasure over Gandhinagar LS seat,0.0
2014-03-21,Chidambaram opts out of tough Lok Sabha battle; Cong fields his son,-0.4767
2014-03-22,HC remands defamation cases against Virbhadra back to JM,0.0
2014-03-23,AAP teams to 'expose' Gujarat's 'darker side',0.0
2014-03-24,Muthalik in and out of BJP in 5 hours,0.0
2014-03-25,Follow poll norms: DGCA tells operators,0.0
2014-03-26,GoAir flight delayed because of alleged rat sighting,-0.2263
2014-03-27,CBI has till April 21 to reply on Amit Shah,0.0
2014-03-28,Vote for development; dump corrupt; Election Commission says,-0.3818
2014-03-29,Gujarat HC stays Teesta's arrest,-0.34
2014-03-30,Hate speeches drive Lok Sabha 2014 campaign,-0.5719
2014-03-31,Neuve Chapelle Indian MemorialPopular culture in IndiaIndian Armys oldest cavalry regiment,0.0
2014-04-01,Lok Sabha pollsBJP fields Smriti Irani against Rahul Gandhi in Amethi,0.0
2014-04-02,Onion farmers shed old techniques for high yield,0.0
2014-04-03,Team Rahul believes 'absent' PM has dented Congress chances,0.2023
2014-04-04,Varun Gandhi avoids mentioning Narendra Modi in rallies,-0.1779
2014-04-05,NYPD officer arrested in Delhi for carrying bullets in luggage,-0.4767
2014-04-06,RAW official on IC-814 flight had dismissed intelligence input on hijack; says book,0.4767
2014-04-07,Lankan president thanks PM for UN abstention,0.4404
2014-04-08,Congress to announce candidate for Varanasi today,0.0
2014-04-09,INS Vikrant; India's first aircraft carrier; sold to ship-breaker for Rs 60 crore,0.0
2014-04-10,PM; ministers skip function hosted by President,0.0
2014-04-11,Jet pilots go 'missing'; give Germans MH 370 scare,-0.4939
2014-04-12,1 million new cancer cases being diagnosed in India each year: Study,-0.6597
2014-04-13,Youths linked with ABVP flocked to RSS in last 6 months,0.0
2014-04-14,MercedesBMWs Audis hotfavouritesof Indian politicians,0.0
2014-04-15,Modi reacts to toffee model jibe says Rahuls brain hasnt matured with age,0.0
2014-04-16,Modi sidesteps question on apologizing for Gujarat riots; attacks Congress,-0.7579
2014-04-17,RTI Act changed governance; yet no credit given to UPA: Tharoor,0.1027
2014-04-18,EC allows Amit Shah to campaign in UP; ban on Azam Khan likely to stay,-0.5574
2014-04-19,Politics of threats: First Ajit Pawar; now Mulayam Singh,-0.4215
2014-04-20,Sonia Gandhi campaigns in Amethi after 10 years,0.0
2014-04-21,Water threat allegation baseless Ajit Pawarsays,-0.5267
2014-04-22,AAP will strengthen local self governanceYogendraYadav,0.3182
2014-04-23,Many to opt for NOTA in Dausa,0.0
2014-04-24,Urgent meet on IGI Metro irks Antony,0.2023
2014-04-25,59.43% voting recorded in third phase of polls in Bihar,0.0
2014-04-26,Centre dissolves Andhra assembly; extends President's rule,0.128
2014-04-27,Congress sub-manifestos part of Rahul action plan,0.0
2014-04-28,Police plaints filed against Ramdev,0.0
2014-04-29,Priyanka Gandhi Vadra steals limelight from Rahul Gandhi; grabs BJP's attention,-0.5106
2014-04-30,Pak keen on peace with India; wants sustained talks: Envoy,0.7184
2014-05-01,UPA rule led to scams from 2G to jijaji: Rajnath,-0.5859
2014-05-02,Medicare costs biggest worry for Indians over 45,-0.4404
2014-05-03,In Maoist-hit areas; doctors refuse posting despite hefty perks,-0.296
2014-05-04,Bodos; Muslims flee violence-hit areas in Assam,0.0
2014-05-05,Diva-Sawantwadi train derailment: Mother dies; sister missing; three-month-old survives,-0.296
2014-05-06,Give northeast textbook space; fight bias; University Grants Commission says,-0.2732
2014-05-07,Make senseless litigants pay: SC,-0.1027
2014-05-08,CBI gives clean chit to Amit Shah in Ishrat murder,-0.4588
2014-05-09,India to digitize scripts,0.0
2014-05-10,Ramdev sued for Rs 1;000 crore,0.0
2014-05-11,NCP to contest assembly polls with Congress: Pawar,0.0
2014-05-12,Seven police commandos killed in Naxalite landmine blast in Gadchiroli,-0.6705
2014-05-13,BJP; JD (U) and RJD claim big win in Bihar,0.5859
2014-05-14,SpiceJet COO finds passenger abuse of cabin crew shocking,-0.7845
2014-05-15,Mahatma Gandhi's letter accusing son of rape to go on sale in London,-0.7506
2014-05-16,For one family; death comes calling twice,-0.5994
2014-05-17,SC acquits all six convicts in Gujarat Akshardham terror attack case,-0.7506
2014-05-18,In 'reset' phone call; Obama erases decade of stigma around Modi,0.0
2014-05-19,Theories on fidayeen origins kept changing,0.0
2014-05-20,Hearing in I-T case against Jayalalithaa adjourned to June 3,0.0
2014-05-21,JitanRamManjhi sworn inasBiharchief minister retains Nitishs team,0.0
2014-05-22,Smooth sail likely for Manjhi,0.0
2014-05-23,Lalu-Nitish 'alliance' angers BJP,-0.5106
2014-05-24,Anti-Modi post on Facebook lands engineer in trouble,-0.4019
2014-05-25,Jail for Kejriwal raises questions,0.0
2014-05-26,Security cover for new Gujarat CM under review,0.34
2014-05-27,Nitin Gadkari - An able administrator,0.0
2014-05-28,10-day delay in monsoon; Indian Institute of Tropical Meteorology says,-0.3182
2014-05-29,RSS slams Omar Abdullah as Article 370 row hots up,0.0
2014-05-30,Modi govt hunts for a deputy NSA,0.0
2014-05-31,Parkash Badal cautions Modi govt on Article 370,0.0
2014-06-01,Busting the homogenous scheduled castes block myth,-0.4404
2014-06-02,T-party today: India's 29th state Telangana is born,0.0
2014-06-03,Tarun Tejpal seeks extension of interim bail before SC,0.0
2014-06-04,Gopinath Munde combined popularity and ingenuity,0.4767
2014-06-05,Modi not to attend Naidu's swearing-in ceremony,0.0
2014-06-06,'Volcano-like eruption' in Himachal Pradesh,0.0
2014-06-07,China expanding operational deployments in Indian Ocean: Pentagon,0.0
2014-06-08,Cover-up? UP DGP says Badaun murders could be honour killing,-0.6908
2014-06-09,China heaps praise on 'old friend' Modi,0.7783
2014-06-10,Hyderabad engineering students had no warning of gushing waters,-0.5574
2014-06-11,Amrut Prajapati; witness against Asaram; succumbs to bullet wounds,0.0
2014-06-12,Narendra Modi to MPs: Ask SC to fast-track your cases,0.0
2014-06-13,Gas leak in Chhattisgarh's Bhilai steel plant; 6 killed; 40 injured,-0.8625
2014-06-14,Modi sails on aircraft carrier Vikramaditya,0.0
2014-06-15,Rs 60;000 crore cost overrun in Maharashtra irrigation projects: CAG,0.0
2014-06-16,Assam rebel Congress leader offers to step down,-0.1531
2014-06-17,Khushbu quits DMK; says work not recognized,0.0
2014-06-18,40 Indians kidnapped in Iraq's Mosul; involvement of ISIS rebels suspected,-0.4019
2014-06-19,Preity Zinta says she won't settle in US; rules out selling her stake in Kings XI Punjab,0.0
2014-06-20,Sena declares Uddhav as CM candidate,0.0
2014-06-21,Shatabdi ride to cost more,0.0
2014-06-22,Muslims in Delhi slam Iraq terror in one voice,-0.7184
2014-06-23,53 Lok Sabha members face criminal charges,-0.6705
2014-06-24,Assembly bypolls to decide JD (U)-RJD pact,0.0
2014-06-25,Charges framed against 13 in 2002-03 Mumbai blasts cases,-0.2732
2014-06-26,PM Modi climbs to 4th place among world leaders' Twitter ranks as India lumbers into Age of Twiplomacy,0.0
2014-06-27,Rising prices tarnish Modi govt's first month report card,0.0
2014-06-28,Poor Andhra hajis await accommodation in Mecca,-0.4019
2014-06-29,Call for expert panel to scan masters' art,0.0
2014-06-30,Prithviraj Chavan's fate to be decided in 2 weeks,0.0
